"Notes"	"Vaccine"	"Vaccine Code"	"Year Died"	"Year Died Code"	"Year Reported"	"Year Reported Code"	Events Reported	Percent
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2004"	"2004"			34	0.01%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2005"	"2005"	"2005"	"2005"	15	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2005"	"2005"	"2006"	"2006"	3	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2005"	"2005"	"Unknown Date"	"9999"	2	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2005"	"2005"			20	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2006"	"2006"	"2006"	"2006"	6	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2006"	"2006"	"2007"	"2007"	2	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2006"	"2006"	"Unknown Date"	"9999"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2006"	"2006"			9	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2007"	"2007"	"2007"	"2007"	9	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2007"	"2007"	"2008"	"2008"	3	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2007"	"2007"			12	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2008"	"2008"	"2008"	"2008"	10	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2008"	"2008"	"2009"	"2009"	2	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2008"	"2008"			12	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2009"	"2009"	"2007"	"2007"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2009"	"2009"	"2009"	"2009"	13	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2009"	"2009"	"Unknown Date"	"9999"	2	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2009"	"2009"			16	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2010"	"2010"	"2010"	"2010"	16	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2010"	"2010"	"2011"	"2011"	3	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2010"	"2010"	"2016"	"2016"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2010"	"2010"	"Unknown Date"	"9999"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2010"	"2010"			21	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2011"	"2011"	"2011"	"2011"	15	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2011"	"2011"	"2012"	"2012"	3	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2011"	"2011"			18	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2012"	"2012"	"2012"	"2012"	5	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2012"	"2012"	"2013"	"2013"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2012"	"2012"			6	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2013"	"2013"	"2012"	"2012"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2013"	"2013"	"2013"	"2013"	8	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2013"	"2013"	"2014"	"2014"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2013"	"2013"			10	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2014"	"2014"	"2014"	"2014"	7	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2014"	"2014"	"2016"	"2016"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2014"	"2014"			8	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2015"	"2015"	"2014"	"2014"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2015"	"2015"	"2015"	"2015"	4	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2015"	"2015"	"2016"	"2016"	2	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2015"	"2015"			7	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2016"	"2016"	"2010"	"2010"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2016"	"2016"	"2016"	"2016"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"2016"	"2016"			2	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"1991"	"1991"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"1992"	"1992"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"1993"	"1993"	2	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"1994"	"1994"	2	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"1996"	"1996"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"1997"	"1997"	2	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"1998"	"1998"	2	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"2000"	"2000"	3	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"2001"	"2001"	3	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"2004"	"2004"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"2005"	"2005"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"2010"	"2010"	2	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"2011"	"2011"	2	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"2013"	"2013"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"2015"	"2015"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"	"Unknown Date"	"9999"	5	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"Unknown Date"	"9999"			30	0.01%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1956"	"1956"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1958"	"1958"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1990"	"1990"	66	0.01%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1991"	"1991"	117	0.02%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1992"	"1992"	148	0.03%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1993"	"1993"	212	0.04%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1994"	"1994"	527	0.10%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1995"	"1995"	350	0.06%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1996"	"1996"	294	0.05%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1997"	"1997"	662	0.12%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1998"	"1998"	811	0.15%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"1999"	"1999"	591	0.11%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2000"	"2000"	424	0.08%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2001"	"2001"	944	0.17%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2002"	"2002"	930	0.17%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2003"	"2003"	1229	0.23%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2004"	"2004"	1165	0.22%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2005"	"2005"	1965	0.36%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2006"	"2006"	1526	0.28%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2007"	"2007"	2040	0.38%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2008"	"2008"	2288	0.42%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2009"	"2009"	2639	0.49%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2010"	"2010"	3131	0.58%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2011"	"2011"	3353	0.62%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2012"	"2012"	2673	0.49%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2013"	"2013"	2359	0.44%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2014"	"2014"	2103	0.39%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2015"	"2015"	1163	0.21%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2016"	"2016"	356	0.07%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"2017"	"2017"	15	0.00%
	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"	"Unknown Date"	"9999"	1358	0.25%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"	"No Death"	"9998"			35441	6.55%
"Total"	"INFLUENZA (SEASONAL) (FLUZONE)"	"7"					35767	6.61%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2007"	"2007"	"2007"	"2007"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2007"	"2007"			1	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2008"	"2008"	"2008"	"2008"	3	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2008"	"2008"			3	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2009"	"2009"	"2010"	"2010"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2009"	"2009"			1	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2010"	"2010"	"2010"	"2010"	2	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2010"	"2010"			2	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2011"	"2011"	"2011"	"2011"	2	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2011"	"2011"			2	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2012"	"2012"	"2012"	"2012"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2012"	"2012"			1	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2013"	"2013"	"2013"	"2013"	2	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2013"	"2013"	"2015"	"2015"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"2013"	"2013"			3	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"Unknown Date"	"9999"	"2011"	"2011"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"Unknown Date"	"9999"	"2013"	"2013"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"Unknown Date"	"9999"	"2014"	"2014"	2	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"Unknown Date"	"9999"	"2015"	"2015"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"Unknown Date"	"9999"	"2016"	"2016"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"Unknown Date"	"9999"			6	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"1962"	"1962"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"1988"	"1988"	1	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2003"	"2003"	163	0.03%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2004"	"2004"	213	0.04%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2005"	"2005"	178	0.03%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2006"	"2006"	156	0.03%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2007"	"2007"	210	0.04%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2008"	"2008"	776	0.14%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2009"	"2009"	1221	0.23%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2010"	"2010"	779	0.14%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2011"	"2011"	760	0.14%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2012"	"2012"	728	0.13%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2013"	"2013"	249	0.05%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2014"	"2014"	66	0.01%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2015"	"2015"	44	0.01%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2016"	"2016"	11	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"2017"	"2017"	5	0.00%
	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"	"Unknown Date"	"9999"	195	0.04%
"Total"	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"	"No Death"	"9998"			5756	1.06%
"Total"	"INFLUENZA (SEASONAL) (FLUMIST)"	"1085"					5775	1.07%
	"INFLUENZA (SEASONAL) (FLUAD)"	"1173"	"No Death"	"9998"	"2016"	"2016"	80	0.01%
	"INFLUENZA (SEASONAL) (FLUAD)"	"1173"	"No Death"	"9998"	"2017"	"2017"	24	0.00%
	"INFLUENZA (SEASONAL) (FLUAD)"	"1173"	"No Death"	"9998"	"Unknown Date"	"9999"	2	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUAD)"	"1173"	"No Death"	"9998"			106	0.02%
"Total"	"INFLUENZA (SEASONAL) (FLUAD)"	"1173"					106	0.02%
	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"	"2014"	"2014"	"2014"	"2014"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"	"2014"	"2014"			1	0.00%
	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"	"2015"	"2015"	"2015"	"2015"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"	"2015"	"2015"			1	0.00%
	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"	"No Death"	"9998"	"2013"	"2013"	80	0.01%
	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"	"No Death"	"9998"	"2014"	"2014"	523	0.10%
	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"	"No Death"	"9998"	"2015"	"2015"	272	0.05%
	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"	"No Death"	"9998"	"2016"	"2016"	78	0.01%
	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"	"No Death"	"9998"	"Unknown Date"	"9999"	27	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"	"No Death"	"9998"			980	0.18%
"Total"	"INFLUENZA (SEASONAL) (FLUCELVAX)"	"1159"					982	0.18%
	"INFLUENZA (SEASONAL) (OPTAFLU)"	"1168"	"No Death"	"9998"	"2014"	"2014"	2	0.00%
	"INFLUENZA (SEASONAL) (OPTAFLU)"	"1168"	"No Death"	"9998"	"2015"	"2015"	4	0.00%
	"INFLUENZA (SEASONAL) (OPTAFLU)"	"1168"	"No Death"	"9998"	"2016"	"2016"	1	0.00%
"Total"	"INFLUENZA (SEASONAL) (OPTAFLU)"	"1168"	"No Death"	"9998"			7	0.00%
"Total"	"INFLUENZA (SEASONAL) (OPTAFLU)"	"1168"					7	0.00%
	"INFLUENZA (SEASONAL) (FLUBLOK)"	"1163"	"No Death"	"9998"	"2013"	"2013"	10	0.00%
	"INFLUENZA (SEASONAL) (FLUBLOK)"	"1163"	"No Death"	"9998"	"2014"	"2014"	24	0.00%
	"INFLUENZA (SEASONAL) (FLUBLOK)"	"1163"	"No Death"	"9998"	"2015"	"2015"	47	0.01%
	"INFLUENZA (SEASONAL) (FLUBLOK)"	"1163"	"No Death"	"9998"	"2016"	"2016"	36	0.01%
	"INFLUENZA (SEASONAL) (FLUBLOK)"	"1163"	"No Death"	"9998"	"2017"	"2017"	9	0.00%
	"INFLUENZA (SEASONAL) (FLUBLOK)"	"1163"	"No Death"	"9998"	"Unknown Date"	"9999"	4	0.00%
"Total"	"INFLUENZA (SEASONAL) (FLUBLOK)"	"1163"	"No Death"	"9998"			130	0.02%
"Total"	"INFLUENZA (SEASONAL) (FLUBLOK)"	"1163"					130	0.02%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"2009"	"2009"	"2010"	"2010"	2	0.00%
"Total"	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"2009"	"2009"			2	0.00%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"2011"	"2011"	"2013"	"2013"	1	0.00%
"Total"	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"2011"	"2011"			1	0.00%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"Unknown Date"	"9999"	"2010"	"2010"	1	0.00%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"Unknown Date"	"9999"	"2011"	"2011"	2	0.00%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"Unknown Date"	"9999"	"2012"	"2012"	15	0.00%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"Unknown Date"	"9999"	"Unknown Date"	"9999"	1	0.00%
"Total"	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"Unknown Date"	"9999"			19	0.00%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"	"2009"	"2009"	978	0.18%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"	"2010"	"2010"	802	0.15%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"	"2011"	"2011"	43	0.01%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"	"2012"	"2012"	39	0.01%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"	"2013"	"2013"	38	0.01%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"	"2014"	"2014"	7	0.00%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"	"2015"	"2015"	12	0.00%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"	"2016"	"2016"	24	0.00%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"	"2017"	"2017"	1	0.00%
	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"	"Unknown Date"	"9999"	42	0.01%
"Total"	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"	"No Death"	"9998"			1986	0.37%
"Total"	"INFLUENZA (H1N1) (H1N1 (MONOVALENT) (UNKNOWN))"	"1135"					2008	0.37%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"1995"	"1995"	"1995"	"1995"	1	0.00%
"Total"	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"1995"	"1995"			1	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"Unknown Date"	"9999"	"1999"	"1999"	1	0.00%
"Total"	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"Unknown Date"	"9999"			1	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"1993"	"1993"	13	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"1994"	"1994"	19	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"1995"	"1995"	19	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"1996"	"1996"	26	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"1997"	"1997"	10	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"1998"	"1998"	30	0.01%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"1999"	"1999"	25	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"2000"	"2000"	13	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"2001"	"2001"	16	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"2002"	"2002"	1	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"2003"	"2003"	2	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"2004"	"2004"	1	0.00%
	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"	"Unknown Date"	"9999"	12	0.00%
"Total"	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"	"No Death"	"9998"			187	0.03%
"Total"	"JAPANESE ENCEPHALITIS (J-VAX)"	"251"					189	0.03%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"1999"	"1999"	2	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2000"	"2000"	1	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2001"	"2001"	12	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2002"	"2002"	14	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2003"	"2003"	25	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2004"	"2004"	15	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2005"	"2005"	41	0.01%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2006"	"2006"	36	0.01%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2007"	"2007"	33	0.01%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2008"	"2008"	42	0.01%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2009"	"2009"	24	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2010"	"2010"	15	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2011"	"2011"	5	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2014"	"2014"	1	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2015"	"2015"	2	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2016"	"2016"	6	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"2017"	"2017"	2	0.00%
	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"	"Unknown Date"	"9999"	11	0.00%
"Total"	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"	"No Death"	"9998"			287	0.05%
"Total"	"JAPANESE ENCEPHALITIS (JE-VAX)"	"1035"					287	0.05%
	"JAPANESE ENCEPHALITIS (NO BRAND NAME)"	"272"	"No Death"	"9998"	"1995"	"1995"	1	0.00%
	"JAPANESE ENCEPHALITIS (NO BRAND NAME)"	"272"	"No Death"	"9998"	"1999"	"1999"	2	0.00%
	"JAPANESE ENCEPHALITIS (NO BRAND NAME)"	"272"	"No Death"	"9998"	"2000"	"2000"	2	0.00%
	"JAPANESE ENCEPHALITIS (NO BRAND NAME)"	"272"	"No Death"	"9998"	"2001"	"2001"	2	0.00%
	"JAPANESE ENCEPHALITIS (NO BRAND NAME)"	"272"	"No Death"	"9998"	"2006"	"2006"	1	0.00%
	"JAPANESE ENCEPHALITIS (NO BRAND NAME)"	"272"	"No Death"	"9998"	"2010"	"2010"	2	0.00%
	"JAPANESE ENCEPHALITIS (NO BRAND NAME)"	"272"	"No Death"	"9998"	"2011"	"2011"	1	0.00%
	"JAPANESE ENCEPHALITIS (NO BRAND NAME)"	"272"	"No Death"	"9998"	"2012"	"2012"	1	0.00%
